state,Location,Lat,Long,Intersting 
MI,Clifford,43.309953,-83.174105,11
MI,Curran,44.733606,-83.831989,1
MI,Deford,43.473482,-83.170244,8
MI,East Tawas,44.300823,-83.477629,29
MI,Elkton,43.834437,-83.178642,6
MI,Essexville,43.606908,-83.821659,10
MI,Fairgrove,43.512574,-83.583534,7
MI,Frankenmuth,43.340965,-83.747482,9
MI,Gagetown,43.654251,-83.262788,7
MI,Glennie,44.558234,-83.689948,12
MI,Greenbush,44.548044,-83.326883,12
MI,Hale,44.38189,-83.835941,7
MI,Harrisville,44.654595,-83.34243,4
MI,Kingston,43.398153,-83.184727,11
MI,Lincoln,44.711124,-83.394669,3
MI,Long Lake,44.448465,-83.817058,25
MI,Mayville,43.356156,-83.372529,18
MI,Mikado,44.583275,-83.435518,24
MI,Millington,43.271772,-83.561944,5
MI,Munger,43.528585,-83.767221,2
MI,National City,44.313746,-83.683948,10
MI,Omer,44.049939,-83.842956,25
MI,Oscoda,44.446485,-83.361908,9
MI,Owendale,43.720648,-83.230703,18
MI,Pigeon,43.817909,-83.275508,10
MI,Prescott,44.20999,-84.021197,26
MI,Reese,43.453094,-83.701529,3
MI,Sebewaing,43.728888,-83.436622,3
MI,Silverwood,43.31413,-83.271974,19
MI,South Branch,44.501403,-83.868574,21
MI,Spruce,44.822443,-83.504391,8
MI,Tawas City,44.267485,-83.544905,10
MI,Turner,44.10543,-83.650679,1
MI,Twining,44.12929,-83.849118,18
MI,Unionville,43.647341,-83.469898,13
MI,Vassar,43.369052,-83.584449,15
MI,Whittemore,44.232514,-83.806842,3
MI,Alma,43.380877,-84.663484,17
MI,Ashley,43.189103,-84.48796,14
MI,Bannister,43.161537,-84.359679,5
MI,Bath,42.820563,-84.454547,6
MI,Belding,43.088546,-85.231272,12
MI,Carson City,43.169496,-84.865334,27
MI,Charlotte,42.570169,-84.835181,24
MI,Clarksville,42.830177,-85.249384,14
MI,Corunna,43.041402,-84.027618,20
MI,Crystal,43.262382,-84.899328,25
MI,Dansville,42.550485,-84.293932,24
MI,Dewitt,42.842784,-84.579654,2
MI,Dimondale,42.650094,-84.648593,1
MI,Eagle,42.826306,-84.758971,20
MI,East Lansing,42.738805,-84.476409,21
MI,Eaton Rapids,42.516624,-84.656545,8
MI,Edmore,43.411578,-85.028003,17
MI,Carland,43.086918,-84.390965,15
MI,Elwell,43.410565,-84.763103,15
MI,Fenwick,43.149682,-85.066566,5
MI,Fowler,42.994144,-84.759969,3
MI,Fowlerville,42.661438,-84.072085,13
MI,Grand Ledge,42.752924,-84.737314,23
MI,Greenville,43.17926,-85.249705,10
MI,Haslett,42.753088,-84.398887,13
MI,Henderson,43.081708,-84.185777,13
MI,Holt,42.639401,-84.524232,8
MI,Howell,42.615933,-83.92481,10
MI,Hubbardston,43.082776,-84.817282,30
MI,Ionia,42.98592,-85.070985,8
MI,Ithaca,43.282808,-84.60883,2
MI,Laingsburg,42.86271,-84.352991,1
MI,Lake Odessa,42.786335,-85.135667,17
MI,Lakeview,43.42694,-85.292421,7
MI,Lyons,42.963429,-84.920943,13
MI,Mason,42.579588,-84.45609,10
MI,Middleton,43.168911,-84.755221,5
MI,Morrice,42.83851,-84.176771,17
MI,Mount Pleasant,43.601295,-84.773571,27
MI,Muir,43.043864,-84.93909,14
MI,Mulliken,42.737657,-84.897911,20
MI,Okemos,42.705341,-84.418696,1
MI,Orleans,43.089459,-85.116547,15
MI,Ovid,42.996927,-84.364939,3
MI,Owosso,42.993407,-84.159486,27
MI,Perrinton,43.16492,-84.665984,4
MI,Perry,42.820012,-84.231346,22
MI,Pewamo,43.000747,-84.849217,22
MI,Portland,42.862414,-84.913933,13
MI,Potterville,42.639779,-84.734589,28
MI,Riverdale,43.409817,-84.826607,8
MI,Rosebush,43.68427,-84.783299,15
MI,Saint Johns,43.005924,-84.571934,22
MI,Saint Louis,43.42777,-84.595239,75
MI,Saranac,42.928534,-85.229938,29
MI,Shepherd,43.565668,-84.587317,27
MI,Sheridan,43.212632,-85.046838,28
MI,Sidney,43.23579,-85.120671,13
MI,Six Lakes,43.433714,-85.141569,25
MI,Stanton,43.305841,-85.099548,16
MI,Sumner,43.309144,-84.790662,10
MI,Sunfield,42.769314,-84.981305,30
MI,Vestaburg,43.387025,-84.908168,25
MI,Webberville,42.662981,-84.17013,10
MI,Weidman,43.645284,-85.004567,5
MI,Westphalia,42.912308,-84.785567,29
MI,Williamston,42.696652,-84.292596,17
MI,Woodland,42.705654,-85.13261,15
MI,Lansing,42.763464,-84.558043,22
MI,Lansing,42.700784,-84.549005,2
MI,Lansing,42.679727,-84.577168,3
MI,Lansing,42.737115,-84.524414,26
MI,Lansing,42.739074,-84.570398,11
MI,Lansing,42.737621,-84.62439,9
MI,Lansing,42.733429,-84.557142,18
MI,Kalamazoo,42.273565,-85.545653,16
MI,Kalamazoo,42.207482,-85.595691,9
MI,Parchment,42.326538,-85.541959,6
MI,Kalamazoo,42.295688,-85.613722,1
MI,Kalamazoo,42.262432,-85.609645,21
MI,Kalamazoo,42.280947,-85.686333,4
MI,Allegan,42.525609,-85.86608,13
MI,Athens,42.102962,-85.231742,8
MI,Augusta,42.356313,-85.354012,27
MI,Bangor,42.33122,-86.131096,11
MI,Battle Creek,42.302806,-85.212825,7
MI,Battle Creek,42.332218,-85.181106,4
MI,Bellevue,42.452474,-85.048867,1
MI,Benton Harbor,42.108594,-86.423417,17
MI,Bloomingdale,42.384232,-85.956757,16
MI,Bronson,41.864316,-85.183767,8
MI,Burlington,42.123859,-85.105,28
MI,Burr Oak,41.845898,-85.334536,6
MI,Cassopolis,41.896805,-85.992273,14
MI,Centreville,41.921685,-85.496299,8
MI,Ceresco,42.212741,-85.11285,13
MI,Climax,42.233979,-85.323832,24
MI,Coldwater,41.925464,-85.005682,16
MI,Coloma,42.202952,-86.32247,17
MI,Colon,41.957605,-85.330588,6
MI,Constantine,41.846029,-85.657094,5
MI,Covert,42.291074,-86.274294,24
MI,Decatur,42.101219,-86.033808,20
MI,Delton,42.514102,-85.406706,5
MI,Dowagiac,41.990965,-86.116766,21
MI,Dowling,42.501478,-85.249452,11
MI,East Leroy,42.196125,-85.231083,27
MI,Fulton,42.139086,-85.322659,4
MI,Galesburg,42.294843,-85.423665,11
MI,Gobles,42.370182,-85.853649,14
MI,Grand Junction,42.376081,-86.054052,13
MI,Hartford,42.208807,-86.168703,28
MI,Hastings,42.643007,-85.293687,15
MI,Hickory Corners,42.423682,-85.399784,18
MI,Jones,41.912903,-85.834111,23
MI,Lawrence,42.207635,-86.052543,11
MI,Lawton,42.154462,-85.828966,9
MI,Leonidas,42.029394,-85.349683,14
MI,Marcellus,42.027461,-85.798776,10
MI,Marshall,42.272047,-84.95828,16
MI,Martin,42.548321,-85.610646,5
MI,Mattawan,42.245069,-85.794281,24
MI,Mendon,42.014262,-85.472697,15
MI,Nashville,42.593721,-85.122029,20
MI,Olivet,42.445947,-84.897312,24
MI,Otsego,42.472334,-85.703497,30
MI,Paw Paw,42.234931,-85.900488,29
MI,Plainwell,42.454379,-85.59936,17
MI,Quincy,41.970694,-84.849295,14
MI,Richland,42.375689,-85.444651,5
MI,Saint Joseph,42.063959,-86.478341,1
MI,Schoolcraft,42.132857,-85.663741,27
MI,Scotts,42.181892,-85.468492,14
MI,Sherwood,42.010736,-85.240797,24
MI,South Haven,42.404096,-86.254207,26
MI,Sturgis,41.808934,-85.426357,10
MI,Tekonsha,42.086326,-84.992602,18
MI,Three Rivers,41.959598,-85.637125,14
MI,Union City,42.055134,-85.135637,25
MI,Vandalia,41.895506,-85.875546,12
MI,Vermontville,42.63921,-85.010984,24
MI,Vicksburg,42.120896,-85.502376,4
MI,Watervliet,42.193804,-86.26037,7
MI,White Pigeon,41.792891,-85.67501,14
MI,Baroda,41.948818,-86.491274,11
MI,Berrien Center,41.948439,-86.285039,5
MI,Berrien Springs,41.948002,-86.354013,9
MI,Bridgman,41.936199,-86.554334,15
MI,Buchanan,41.83269,-86.370844,15
MI,Eau Claire,42.015134,-86.297154,9
MI,Edwardsburg,41.791258,-86.026252,3
MI,Galien,41.819758,-86.503544,2
MI,Lakeside,41.848459,-86.669354,14
MI,Grand Beach,41.785591,-86.74663,16
MI,Niles,41.820168,-86.236789,15
MI,Sawyer,41.882866,-86.588508,7
MI,Sodus,42.052082,-86.3921,9
MI,Stevensville,42.021968,-86.511862,15
MI,Three Oaks,41.814976,-86.615411,28
MI,Union Pier,41.82555,-86.691146,1
MI,Union,41.782678,-85.852905,27
MI,Jackson,42.254522,-84.387476,18
MI,Jackson,42.263431,-84.408348,24
MI,Jackson,42.228963,-84.41321,2
MI,Addison,42.003604,-84.312229,20
MI,Adrian,41.900516,-84.044556,2
MI,Albion,42.258073,-84.756052,11
MI,Allen,41.926419,-84.760782,23
MI,Blissfield,41.827636,-83.877257,5
MI,Britton,41.988713,-83.837722,29
MI,Brooklyn,42.10436,-84.241353,24
MI,Camden,41.736149,-84.724497,21
MI,Cement City,42.060395,-84.325423,17
MI,Clarklake,42.123503,-84.352056,23
MI,Clayton,41.868648,-84.177519,5
MI,Clinton,42.063886,-83.944152,3
MI,Concord,42.187501,-84.652928,7
MI,Deerfield,41.890912,-83.784739,9
MI,Grass Lake,42.271071,-84.194041,17
MI,Hanover,42.102521,-84.584809,2
MI,Hillsdale,41.923954,-84.620812,27
MI,Homer,42.141561,-84.81572,27
MI,Horton,42.119092,-84.497593,26
MI,Hudson,41.858101,-84.338031,10
MI,Jasper,41.758956,-83.951549,26
MI,Jerome,42.048375,-84.445483,24
MI,Jonesville,41.979833,-84.645083,29
MI,Leslie,42.460279,-84.420653,5
MI,Litchfield,42.054039,-84.636095,5
MI,Manitou Beach,41.967055,-84.276706,14
MI,Michigan Center,42.226294,-84.321315,21
MI,Montgomery,41.792764,-84.849641,14
MI,Morenci,41.738612,-84.219204,2
MI,Munith,42.370317,-84.248486,9
MI,North Adams,41.971484,-84.520824,29
MI,Onondaga,42.448726,-84.553501,6
MI,Onsted,42.029533,-84.183892,17
MI,Osseo,41.838413,-84.597388,6
MI,Ottawa Lake,41.768276,-83.685559,8
MI,Palmyra,41.872976,-83.965679,15
MI,Parma,42.273879,-84.599886,25
MI,Petersburg,41.875655,-83.687673,6
MI,Pittsford,41.896262,-84.444016,22
MI,Pleasant Lake,42.390343,-84.342791,5
MI,Reading,41.844194,-84.76475,7
MI,Ridgeway,42.010554,-83.778429,4
MI,Riga,41.795309,-83.801144,17
MI,Rives Junction,42.38871,-84.458868,1
MI,Sand Creek,41.77928,-84.075502,1
MI,Somerset,42.044732,-84.39472,28
MI,Spring Arbor,42.206861,-84.550127,30
MI,Springport,42.38055,-84.703888,25
MI,Stockbridge,42.460404,-84.175178,9
MI,Tecumseh,41.995297,-83.955485,13
MI,Tipton,42.036911,-84.07684,11
MI,Waldron,41.738608,-84.449636,14
MI,Ada,42.95661,-85.480959,5
MI,Alto,42.824312,-85.425554,16
MI,Bailey,43.276768,-85.831318,23
MI,Baldwin,43.889409,-85.881874,26
MI,Barryton,43.750651,-85.154654,20
MI,Belmont,43.077934,-85.586769,25
MI,Big Rapids,43.689679,-85.479705,8
MI,Bitely,43.732132,-85.877799,24
MI,Blanchard,43.522778,-85.058856,1
MI,Byron Center,42.801614,-85.713602,29
MI,Dutton,42.796395,-85.562167,28
MI,Casnovia,43.23815,-85.825394,19
MI,Cedar Springs,43.22148,-85.545238,1
MI,Comstock Park,43.057813,-85.684468,3
MI,Coral,43.364458,-85.379245,16
MI,Dorr,42.723113,-85.762798,2
MI,Freeport,42.729703,-85.279134,3
MI,Gowen,43.223884,-85.315941,27
MI,Grant,43.339197,-85.836827,30
MI,Hopkins,42.64209,-85.732195,23
MI,Howard City,43.408326,-85.485609,14
MI,Kent City,43.236235,-85.739949,28
MI,Lowell,42.95497,-85.365305,3
MI,Mecosta,43.681317,-85.228034,30
MI,Middleville,42.693247,-85.475901,2
MI,Morley,43.505951,-85.447318,20
MI,Newaygo,43.419799,-85.759381,11
MI,Paris,43.767704,-85.521348,5
MI,Pierson,43.335514,-85.513359,2
MI,Remus,43.603249,-85.157365,21
MI,Rockford,43.115217,-85.513606,19
MI,Rodney,43.73791,-85.321884,27
MI,Sand Lake,43.298109,-85.536655,22
MI,Shelbyville,42.593581,-85.628239,13
MI,Sparta,43.161867,-85.687668,26
MI,Stanwood,43.601728,-85.444607,24
MI,Trufant,43.315611,-85.368489,3
MI,Wayland,42.664268,-85.619112,16
MI,White Cloud,43.539803,-85.75864,30
MI,Allendale,42.971066,-85.924913,3
MI,Branch,43.923296,-86.131369,18
MI,Conklin,43.149399,-85.853753,15
MI,Coopersville,43.06013,-85.951722,17
MI,Custer,43.94424,-86.220437,1
MI,Fennville,42.577669,-86.124876,16
MI,Fountain,44.036342,-86.216861,18
MI,Free Soil,44.112036,-86.265158,19
MI,Fremont,43.465196,-85.962554,23
MI,Fruitport,43.144282,-86.138832,26
MI,Grand Haven,43.037838,-86.191227,2
MI,Grandville,42.89387,-85.761874,13
MI,Hamilton,42.688097,-85.974731,1
MI,Hart,43.70676,-86.314152,22
MI,Hesperia,43.596513,-86.060739,30
MI,Holland,42.769211,-86.116362,10
MI,Holland,42.813514,-86.142631,8
MI,Holton,43.441454,-86.150853,30
MI,Hudsonville,42.874805,-85.8751,26
MI,Jenison,42.910423,-85.827603,18
MI,Ludington,43.968823,-86.440253,11
MI,Marne,43.053185,-85.841958,22
MI,Mears,43.682494,-86.453307,22
MI,Montague,43.424163,-86.373992,17
MI,Muskegon,43.232589,-86.249191,16
MI,Muskegon,43.196184,-86.273819,25
MI,Muskegon,43.232876,-86.188467,25
MI,Muskegon Heights,43.195046,-86.216208,2
MI,North Muskegon,43.282873,-86.273297,28
MI,New Era,43.555578,-86.344803,18
MI,New Richmond,42.662383,-86.037985,30
MI,Nunica,43.088306,-86.102768,28
MI,Pentwater,43.823713,-86.386818,26
MI,Pullman,42.465131,-86.079909,1
MI,Ravenna,43.209128,-85.964816,2
MI,Rothbury,43.511633,-86.34464,23
MI,Saugatuck,42.642562,-86.194093,28
MI,Scottville,43.976692,-86.315615,18
MI,Shelby,43.607942,-86.361503,26
MI,Spring Lake,43.088741,-86.19151,13
MI,Twin Lake,43.341378,-86.163316,25
MI,Walkerville,43.762559,-86.082991,6
MI,West Olive,42.909912,-86.131726,27
MI,Whitehall,43.390358,-86.331453,11
MI,Zeeland,42.825586,-86.010408,20
MI,Grand Rapids,42.965879,-85.65273,1
MI,Walker,42.98392,-85.725543,26
MI,Grand Rapids,43.012025,-85.630931,16
MI,Grand Rapids,42.943978,-85.621317,19
MI,Grand Rapids,42.931788,-85.65417,13
MI,Kentwood,42.875653,-85.624179,15
MI,Wyoming,42.900867,-85.705775,11
MI,Kentwood,42.89269,-85.578156,13
MI,Grand Rapids,42.928029,-85.548346,14
MI,Kentwood,42.867048,-85.660767,4
MI,Cadillac,44.250447,-85.430046,1
MI,Alden,44.877887,-85.2241,5
MI,Arcadia,44.523157,-86.206057,18
MI,Bear Lake,44.431125,-86.142497,1
MI,Bellaire,44.976469,-85.226495,19
MI,Benzonia,44.595502,-86.096091,8
MI,Beulah,44.646002,-86.038346,26
MI,Boon,44.291555,-85.614383,3
MI,Brethren,44.296596,-85.996396,5
MI,Buckley,44.519856,-85.693541,25
MI,Cedar,44.836953,-85.745344,29
MI,Central Lake,45.074796,-85.267285,8
MI,Chase,43.868172,-85.619639,9
MI,Copemish,44.450276,-85.887859,18
MI,Elk Rapids,44.895473,-85.408226,14
MI,Empire,44.84106,-85.992533,11
MI,Evart,43.888772,-85.264935,28
MI,Falmouth,44.252861,-85.017002,30
MI,Fife Lake,44.572064,-85.253122,6
MI,Frankfort,44.631122,-86.221201,13
MI,Glen Arbor,44.842927,-86.035339,14
MI,Grawn,44.642779,-85.71129,3
MI,Harrietta,44.297163,-85.739573,27
MI,Hersey,43.84806,-85.405926,6
MI,Honor,44.69539,-86.037582,24
MI,Idlewild,43.912621,-85.716036,27
MI,Interlochen,44.651769,-85.802156,21
MI,Irons,44.096638,-85.939008,5
MI,Kaleva,44.369168,-86.046737,11
MI,Kalkaska,44.73546,-85.120655,4
MI,Karlin,44.569128,-85.79406,17
MI,Kewadin,45.012574,-85.353941,22
MI,Kingsley,44.575644,-85.526235,24
MI,Lake Ann,44.731736,-85.85284,3
MI,Moorestown,44.361932,-85.207352,15
MI,Lake Leelanau,44.985602,-85.732866,23
MI,Leland,45.010215,-86.092924,3
MI,Leroy,44.045656,-85.430001,6
MI,Luther,44.054494,-85.682631,18
MI,Mc Bain,44.21718,-85.228252,23
MI,Mancelona,44.911596,-85.063399,7
MI,Stronach,44.228323,-86.28503,22
MI,Manton,44.415222,-85.42017,17
MI,Maple City,44.859035,-85.881392,19
MI,Marion,44.046314,-85.155031,28
MI,Merritt,44.36843,-85.015508,29
MI,Mesick,44.407451,-85.706122,14
MI,Northport,45.115699,-85.617287,22
MI,Onekama,44.364576,-86.209959,10
MI,Rapid City,44.844863,-85.294318,16
MI,Reed City,43.886808,-85.513028,15
MI,Sears,43.901747,-85.188246,21
MI,South Boardman,44.640143,-85.2472,2
MI,Suttons Bay,44.965613,-85.642264,21
MI,Thompsonville,44.519833,-85.945973,19
MI,Traverse City,44.74365,-85.618869,15
MI,Tustin,44.107181,-85.490143,5
MI,Wellston,44.213266,-85.955475,22
MI,Williamsburg,44.801952,-85.434732,16
MI,Afton,45.363684,-84.469453,7
MI,Alanson,45.440545,-84.792421,21
MI,Alpena,45.079018,-83.4602,5
MI,Atlanta,44.992371,-84.147982,30
MI,Barbeau,46.284753,-84.217332,2
MI,Boyne City,45.205203,-85.018294,14
MI,Boyne Falls,45.211563,-84.891584,20
MI,Raco,46.411117,-84.563841,22
MI,Brutus,45.506785,-84.746693,4
MI,Carp Lake,45.742364,-84.773453,10
MI,Cedarville,46.002449,-84.348823,24
MI,Charlevoix,45.29934,-85.245298,26
MI,Cheboygan,45.608038,-84.48672,15
MI,Dafter,46.349196,-84.399679,11
MI,De Tour Village,45.993852,-83.939628,30
MI,Drummond Island,46.005521,-83.736706,30
MI,East Jordan,45.153858,-85.138655,5
MI,Eckerman,46.346638,-85.162606,21
MI,Ellsworth,45.159929,-85.263292,30
MI,Elmira,45.034582,-84.830321,5
MI,Frederic,44.838217,-84.68241,23
MI,Gaylord,45.012523,-84.67228,28
MI,Goetzville,46.100976,-84.059271,10
MI,Grayling,44.670959,-84.691321,1
MI,Harbor Point,45.464535,-84.980303,26
MI,Hawks,45.297467,-83.854219,22
MI,Herron,45.012367,-83.65348,4
MI,Hillman,45.069104,-83.946781,22
MI,Hubbard Lake,44.89467,-83.605905,20
MI,Indian River,45.426984,-84.595578,20
MI,Johannesburg,45.015207,-84.385708,10
MI,Kinross,46.416612,-84.751122,29
MI,Lachine,45.042946,-83.749071,15
MI,Levering,45.637711,-84.798597,25
MI,Lewiston,44.853758,-84.297281,30
MI,Mackinac Island,45.857837,-84.624527,23
MI,Millersburg,45.402164,-84.122246,14
MI,Moran,46.044106,-85.007835,28
MI,Naubinway,46.126021,-85.44619,16
MI,Onaway,45.33654,-84.212272,26
MI,Ossineke,44.91038,-83.459186,25
MI,Paradise,46.598321,-85.056247,5
MI,Pellston,45.570285,-84.842502,2
MI,Bay View,45.361268,-84.940263,4
MI,Pickford,46.155858,-84.366312,7
MI,Pointe Aux Pins,45.754888,-84.447035,26
MI,Posen,45.223335,-83.639271,27
MI,Rogers City,45.412306,-83.835483,22
MI,Fibre,46.200568,-84.549343,6
MI,Saint Ignace,45.921527,-84.709409,5
MI,Saint James,45.722061,-85.531581,13
MI,Sault Sainte Mar,46.473932,-84.346746,21
MI,Kincheloe,46.26271,-84.462584,17
MI,Stalwart,46.138876,-84.155861,16
MI,Tower,45.341619,-84.303496,15
MI,Vanderbilt,45.153247,-84.651134,16
MI,Wolverine,45.286148,-84.606477,2
MI,Iron Mountain,45.821894,-88.068257,18
MI,Au Train,46.428231,-86.779327,20
MI,Hardwood,45.705411,-87.240522,28
MI,Carney,45.591738,-87.543896,12
MI,Cedar River,45.448475,-87.365994,11
MI,Champion,46.468497,-87.830587,25
MI,Channing,46.154562,-88.077221,14
MI,Limestone,46.294821,-86.758934,5
MI,Cooks,45.899665,-86.530718,27
MI,Cornell,45.910373,-87.223702,24
MI,Curtis,46.204763,-85.786466,4
MI,Daggett,45.488738,-87.607858,9
MI,Deerton,46.483979,-87.04064,29
MI,Eben Junction,46.351726,-87.032799,21
MI,Rumely,46.341867,-86.935068,28
MI,Engadine,46.204009,-85.600468,22
MI,Escanaba,45.76587,-87.088985,15
MI,Little Lake,46.053711,-87.411448,9
MI,Foster City,46.004769,-87.804768,23
MI,Garden,45.754867,-86.577576,15
MI,Germfask,46.236261,-85.91589,14
MI,Brampton,45.856402,-87.027284,29
MI,Gould City,46.134544,-85.725889,24
MI,Grand Marais,46.652916,-85.983633,27
MI,Gulliver,46.011491,-86.021433,18
MI,Princeton,46.291938,-87.43016,28
MI,K I Sawyer A F B,46.330811,-87.37593,18
MI,Hermansville,45.714902,-87.622659,16
MI,Ingalls,45.374774,-87.620607,26
MI,North Lake,46.490165,-87.682638,4
MI,Mc Millan,46.297027,-85.730715,12
MI,Thompson,45.982978,-86.275513,27
MI,Beaver Grove,46.53124,-87.389443,12
MI,Menominee,45.13427,-87.621475,18
MI,Michigamme,46.668143,-87.892386,4
MI,Christmas,46.413863,-86.626846,2
MI,Negaunee,46.500662,-87.582915,1
MI,Newberry,46.343763,-85.514951,26
MI,Norway,45.786186,-87.904693,3
MI,Perronville,45.826409,-87.398903,27
MI,Powers,45.679238,-87.531853,29
MI,Quinnesec,45.799866,-87.992151,18
MI,Rapid River,45.910662,-86.88449,25
MI,Republic,46.368046,-87.993823,7
MI,Rock,46.050262,-87.133068,21
MI,Sagola,46.081274,-88.067644,27
MI,Seney,46.387989,-85.970847,8
MI,Shingleton,46.351202,-86.482261,18
MI,Skandia,46.349049,-87.248094,14
MI,Spalding,45.695747,-87.4964,5
MI,Stephenson,45.416594,-87.62579,5
MI,Traunik,46.258534,-86.988891,25
MI,Trenary,46.194738,-86.950183,4
MI,Vulcan,45.762257,-87.816811,26
MI,Wallace,45.301657,-87.580457,21
MI,Wells,45.784866,-87.073443,24
MI,Wetmore,46.353518,-86.634537,19
MI,Wilson,45.664855,-87.399734,2
MI,Atlantic Mine,47.093663,-88.661318,27
MI,Keweenaw Bay,46.790213,-88.495489,30
MI,Bergland,46.588124,-89.597296,4
MI,Bessemer,46.480188,-90.051544,19
MI,Bruce Crossing,46.527956,-89.168028,9
MI,Laurium,47.242721,-88.44272,2
MI,Chassell,47.002038,-88.554554,12
MI,Covington,46.557194,-88.524452,7
MI,Crystal Falls,46.109255,-88.350517,28
MI,Dodgeville,47.091443,-88.580874,14
MI,Ewen,46.540412,-89.314494,3
MI,Gaastra,46.052638,-88.591728,29
MI,Hancock,47.136731,-88.565385,19
MI,Houghton,47.115801,-88.558024,7
MI,Iron River,46.093017,-88.645974,16
MI,Ironwood,46.463793,-90.158844,21
MI,Kenton,46.491565,-88.812933,23
MI,Gay,47.171387,-88.411829,14
MI,Lanse,46.770407,-88.420959,19
MI,Marenisco,46.355107,-89.677422,5
MI,Mass City,46.747447,-89.064864,13
MI,Eagle Harbor,47.320067,-88.332572,7
MI,Nisula,46.76952,-88.83397,1
MI,Ontonagon,46.827484,-89.348474,25
MI,Pelkie,46.794932,-88.625083,27
MI,Skanee,46.874732,-88.173189,8
MI,Toivola,46.985447,-88.860657,8
MI,Trout Creek,46.486426,-89.026962,1
MI,Wakefield,46.475184,-89.942446,20
MI,Watersmeet,46.25416,-89.210836,17
MI,Watton,46.513698,-88.599298,6
MN,Afton,44.86965,-92.823358,5
MN,Bayport,45.021405,-92.784375,22
MN,East Bethel,45.394114,-93.233088,1
MN,Braham,45.717547,-93.203695,8
MN,Quamba,45.938694,-92.98347,3
MN,Cambridge,45.557591,-93.288935,24
MN,Cannon Falls,44.495985,-92.863995,4
MN,Castle Rock,44.594216,-93.109241,6
MN,Cedar East Bethe,45.336494,-93.265834,18
MN,Chisago City,45.361144,-92.892134,24
MN,Circle Pines,45.152841,-93.143984,12
MN,Cottage Grove,44.830824,-92.939283,21
MN,Dalbo,45.678735,-93.441918,22
MN,Stanton,44.423884,-92.974779,27
MN,Dundas,44.395537,-93.20369,24
MN,Elko,44.58945,-93.383555,29
MN,Faribault,44.294457,-93.28179,29
MN,Farmington,44.662799,-93.153891,19
MN,Forest Lake,45.268499,-92.974894,12
MN,Frontenac,44.487176,-92.328103,28
MN,Goodhue,44.402178,-92.571743,6
MN,Grasston,45.772926,-93.196226,30
MN,Hampton,44.602848,-92.946673,13
MN,Harris,45.596205,-93.039545,22
MN,Welch,44.718932,-92.862566,16
MN,Hinckley,46.018876,-92.899333,19
MN,Centerville,45.1628,-93.003493,6
MN,Isanti,45.468212,-93.226565,29
MN,Lake City,44.430493,-92.283778,5
MN,Lake Elmo,44.994609,-92.90565,27
MN,Lakeland,44.939384,-92.771592,27
MN,Lakeville,44.674865,-93.257802,23
MN,Lindstrom,45.387265,-92.842076,23
MN,Veseli,44.462888,-93.423594,10
MN,Marine On Saint,45.183119,-92.822952,3
MN,55048,46.076684,-92.450672,17
MN,Medford,44.17415,-93.243721,4
MN,Mora,45.895786,-93.294234,25
MN,Morristown,44.234183,-93.452512,19
MN,Nerstrand,44.353769,-93.0855,15
MN,Newport,44.872522,-92.998603,29
MN,North Branch,45.516479,-92.937097,20
MN,Northfield,44.458724,-93.166826,28
MN,Owatonna,44.080478,-93.21914,6
MN,Beroun,45.832273,-92.982604,27
MN,Randolph,44.527386,-93.019619,16
MN,Red Wing,44.552779,-92.548559,29
MN,Rock Creek,45.762404,-92.930826,22
MN,Rosemount,44.728919,-93.158844,16
MN,Rush City,45.684496,-92.997876,22
MN,Saint Francis,45.390284,-93.359832,13
MN,Saint Paul Park,44.834404,-92.987331,9
MN,Markville,46.121355,-92.871001,28
MN,Scandia,45.269666,-92.829158,23
MN,Shafer,45.357561,-92.760889,27
MN,South Saint Paul,44.888128,-93.046013,28
MN,Inver Grove Heig,44.841966,-93.034746,25
MN,Inver Grove Heig,44.850123,-93.073938,8
MN,Stacy,45.397509,-93.017743,25
MN,Stanchfield,45.667513,-93.243302,16
MN,Oak Park Heights,45.050007,-92.830032,28
MN,Taylors Falls,45.41825,-92.690593,24
MN,Warsaw,44.250439,-93.364181,19
MN,Webster,44.502633,-93.334418,24
MN,Welch,44.603006,-92.726259,14
MN,East Bethel,45.324337,-93.068565,30
MN,Saint Paul,44.969963,-93.083167,18
MN,Saint Paul,44.937228,-93.120852,26
MN,Saint Paul,44.960798,-93.121594,15
MN,Saint Paul,44.953179,-93.15797,28
MN,Saint Paul,44.934723,-93.165148,13
MN,Saint Paul,44.968384,-93.048817,6
MN,West Saint Paul,44.927235,-93.086157,13
MN,Lauderdale,44.982217,-93.17458,7
MN,North Saint Paul,45.011859,-93.017072,19
MN,White Bear Lake,45.074527,-93.011299,23
MN,Fort Snelling,44.901548,-93.202579,19
MN,New Brighton,45.074129,-93.199691,23
MN,Roseville,45.012876,-93.149245,14
MN,Saint Paul,44.967968,-93.198067,20
MN,White Bear Lake,45.061132,-92.954847,17
MN,Saint Paul,44.914007,-93.172747,10
MN,Little Canada,44.992165,-93.103659,18
MN,West Saint Paul,44.902691,-93.096435,7
MN,Maplewood,44.955384,-93.008019,22
MN,Eagan,44.873825,-93.12902,1
MN,Eagan,44.843039,-93.16753,20
MN,Eagan,44.803593,-93.196937,3
MN,Eagan,44.809764,-93.14135,7
MN,Apple Valley,44.746147,-93.20776,23
MN,Woodbury,44.916195,-92.951413,10
MN,Shoreview,45.083334,-93.134367,11
